budget,id,original_title,revenue,release_date,month,year,popularity,runtime,status,title,vote_average,vote_count
95000000,1996,Lara Croft Tomb Raider: The Cradle of Life,156505388,7/21/2003,21,2003,56.811056,117,Released,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
17000000,11351,Jeepers Creepers 2,63102666,8/8/2003,8,2003,19.045146,104,Released,Jeepers Creepers 2,5.5,299
20000000,10678,Bringing Down the House,132675402,3/7/2003,7,2003,8.351385,105,Released,Bringing Down the House,5.4,183
60000000,9341,The Core,74208267,3/28/2003,28,2003,29.211255,136,Released,The Core,5.4,516
80000000,9562,Timeline,19480739,11/26/2003,26,2003,11.22268,116,Released,Timeline,5.4,318
137000000,1927,Hulk,245360480,6/19/2003,19,2003,34.981698,138,Released,Hulk,5.3,1533
18000000,12090,Just Married,101564935,1/9/2003,9,2003,18.47518,95,Released,Just Married,5.3,404
68000000,6171,Dreamcatcher,75715436,3/21/2003,21,2003,26.792794,136,Released,Dreamcatcher,5.3,567
20000000,9582,A Guy Thing,17432163,1/17/2003,17,2003,5.596835,101,Released,A Guy Thing,5.3,83
0,9776,Head of State,0,1/1/2003,1,2003,3.457194,95,Released,Head of State,5.3,71
0,30246,Civil Brand,0,8/29/2003,29,2003,0.665512,95,Released,Civil Brand,5.3,4
41000000,10610,The Medallion,0,8/15/2003,15,2003,14.653718,88,Released,The Medallion,5.3,281
120000000,9471,Charlie's Angels: Full Throttle,259175788,6/27/2003,27,2003,33.616115,106,Released,Charlie's Angels: Full Throttle,5.2,914
90000000,10756,The Haunted Mansion,182290266,11/25/2003,25,2003,16.302378,99,Released,The Haunted Mansion,5.2,466
0,24356,Masked and Anonymous,0,8/8/2003,8,2003,1.71729,112,Released,Masked and Anonymous,5.2,13
45000000,10327,"Legally Blonde 2: Red, White & Blonde",124914842,7/2/2003,2,2003,4.340616,95,Released,"Legally Blonde 2: Red, White & Blonde",5.1,377
55000000,1792,Stuck on You,33828318,12/10/2003,10,2003,8.802525,118,Released,Stuck on You,5.1,188
52000000,11817,Bulletproof Monk,0,3/28/2003,28,2003,15.20707,104,Released,Bulletproof Monk,5.1,278
0,13778,Dickie Roberts: Former Child Star,0,9/5/2003,5,2003,10.149569,98,Released,Dickie Roberts: Former Child Star,5.1,64
28000000,10923,Agent Cody Banks,58795814,3/14/2003,14,2003,11.859396,102,Released,Agent Cody Banks,5,284
75000000,11375,Hollywood Homicide,51142659,6/9/2003,9,2003,10.605084,116,Released,Hollywood Homicide,5,166
30000000,17813,Alex & Emma,15368897,6/16/2003,16,2003,4.352422,96,Released,Alex & Emma,5,68
2000000,48382,"The Book of Mormon Movie, Volume 1: The Journey",1672730,9/12/2003,12,2003,0.031947,120,Released,"The Book of Mormon Movie, Volume 1: The Journey",5,2
0,10727,Darkness Falls,0,1/24/2003,24,2003,11.199544,86,Released,Darkness Falls,4.9,161
0,10588,The Cat in the Hat,0,11/21/2003,21,2003,18.251129,82,Released,The Cat in the Hat,4.9,366
35000000,9616,The Order,11560806,9/5/2003,5,2003,3.746806,102,Released,The Order,4.8,91
0,36825,The R.M.,0,1/31/2003,31,2003,0.082978,101,Released,The R.M.,4.8,4
38000000,12279,Spy Kids 3-D: Game Over,197011982,7/25/2003,25,2003,21.998734,84,Released,Spy Kids 3-D: Game Over,4.7,511
17000000,21765,Good Boy!,0,10/10/2003,10,2003,3.56033,87,Released,Good Boy!,4.7,30
0,13411,Malibu's Most Wanted,0,4/10/2003,10,2003,7.314796,86,Released,Malibu's Most Wanted,4.7,77
12000000,10944,In the Cut,23,9/9/2003,9,2003,10.536092,119,Released,In the Cut,4.6,89
14000000,2830,My Boss's Daughter,0,8/21/2003,21,2003,14.813614,83,Released,My Boss's Daughter,4.4,180
0,10628,Kangaroo Jack,0,1/17/2003,17,2003,10.292864,89,Released,Kangaroo Jack,4.3,203
19000000,10152,Dumb and Dumberer: When Harry Met Lloyd,39267515,6/13/2003,13,2003,15.67747,85,Released,Dumb and Dumberer: When Harry Met Lloyd,4.1,210
54000000,8046,Gigli,7266209,8/1/2003,1,2003,9.053456,121,Released,Gigli,3.5,104
20000000,32316,Marci X,1675706,8/22/2003,22,2003,5.65327,84,Released,Marci X,3.3,12
0,19153,The Real Cancun,0,4/23/2003,23,2003,0.456485,96,Released,The Real Cancun,3.3,8
12000000,31246,From Justin to Kelly,4922166,6/20/2003,20,2003,1.623338,90,Released,From Justin to Kelly,3,23
0,281189,Gory Gory Hallelujah,0,11/5/2003,5,2003,0.033883,0,Released,Gory Gory Hallelujah,1,1
0,114065,Down & Out With The Dolls,0,3/20/2003,20,2003,0.002386,88,Released,Down & Out With The Dolls,0,0
0,266857,The Work and The Story,0,1/1/2003,1,2003,0.002388,70,Released,The Work and The Story,0,0
24000000,4935,ハウルの動く城,234710455,11/19/2004,19,2004,49.549984,119,Released,Howl's Moving Castle,8.2,1991
20000000,38,Eternal Sunshine of the Spotless Mind,72258126,3/19/2004,19,2004,56.481487,108,Released,Eternal Sunshine of the Spotless Mind,7.9,3652
0,78705,Cama adentro,0,9/21/2004,21,2004,0.038706,83,Released,Live-In Maid,7.8,3
130000000,673,Harry Potter and the Prisoner of Azkaban,789804554,5/31/2004,31,2004,79.679601,141,Released,Harry Potter and the Prisoner of Azkaban,7.7,5877
30000000,70,Million Dollar Baby,216763646,12/15/2004,15,2004,70.456012,132,Released,Million Dollar Baby,7.7,2439
29000000,11036,The Notebook,115603229,6/25/2004,25,2004,55.109138,123,Released,The Notebook,7.7,3067
18339750,613,Der Untergang,92180910,9/8/2004,8,2004,32.445895,156,Released,Downfall,7.7,1037
0,126141,Chats perchés,0,12/5/2004,5,2004,0.092562,59,Released,The Case of the Grinning Cat,7.7,3
30000000,393,Kill Bill: Vol. 2,152159461,4/16/2004,16,2004,50.622607,136,Released,Kill Bill: Vol. 2,7.6,3948
2700000,80,Before Sunset,15992615,2/10/2004,10,2004,14.799323,80,Released,Before Sunset,7.6,718
2600000,291,Riding Giants,3166000,7/9/2004,9,2004,0.895946,105,Released,Riding Giants,7.6,23
17500000,205,Hotel Rwanda,38000000,9/11/2004,11,2004,28.60542,121,Released,Hotel Rwanda,7.5,793
4000000,747,Shaun of the Dead,30039392,4/9/2004,9,2004,49.12486,99,Released,Shaun of the Dead,7.5,2420
0,5528,Les Choristes,0,3/17/2004,17,2004,20.982455,96,Released,The Chorus,7.5,526
92000000,9806,The Incredibles,631442092,11/5/2004,5,2004,77.817571,115,Released,The Incredibles,7.4,5152
7000000,4251,Veer-Zaara,29385320,11/12/2004,12,2004,3.721858,192,Released,Veer-Zaara,7.4,64
0,11658,태극기 휘날리며,15,2/5/2004,5,2004,9.572705,140,Released,Tae Guk Gi: The Brotherhood of War,7.4,133
70000000,9509,Man on Fire,130293714,4/23/2004,23,2004,45.299089,146,Released,Man on Fire,7.3,1553
13000000,1954,The Butterfly Effect,96060858,1/22/2004,22,2004,73.307513,113,Released,The Butterfly Effect,7.3,2060
5000000,4553,The Machinist,8203235,2/9/2004,9,2004,35.252056,101,Released,The Machinist,7.3,1247
0,25248,Saint Ralph,0,9/11/2004,11,2004,1.688495,95,Released,Saint Ralph,7.3,24
75000000,2502,The Bourne Supremacy,288500217,7/23/2004,23,2004,53.213931,108,Released,The Bourne Supremacy,7.2,2825
40000000,1677,Ray,124731534,10/29/2004,29,2004,21.743321,152,Released,Ray,7.2,467
25000000,866,Finding Neverland,116766556,10/17/2004,17,2004,34.160448,106,Released,Finding Neverland,7.2,1223
1200000,176,Saw,103911669,10/1/2004,1,2004,63.655973,103,Released,Saw,7.2,2184
20000000,9470,功夫,100914445,2/10/2004,10,2004,13.658985,99,Released,Kung Fu Hustle,7.2,831
6500000,1640,Crash,98410061,1/13/2004,13,2004,28.223163,112,Released,Crash,7.2,1149
12806000,1913,Mar adentro,38535221,9/3/2004,3,2004,17.363739,125,Released,The Sea Inside,7.2,219
0,12877,Dead Man's Shoes,0,9/29/2004,29,2004,12.818441,90,Released,Dead Man's Shoes,7.2,151
0,9550,十面埋伏,92863945,5/19/2004,19,2004,21.064082,119,Released,House of Flying Daggers,7.1,439
50000000,421,The Life Aquatic with Steve Zissou,34808403,12/10/2004,10,2004,25.237969,119,Released,The Life Aquatic with Steve Zissou,7.1,775
2500000,401,Garden State,26781723,7/28/2004,28,2004,30.583959,102,Released,Garden State,7.1,618
2000000,12109,It's All Gone Pete Tong,120620,9/12/2004,12,2004,3.911445,90,Released,It's All Gone Pete Tong,7.1,52
47000000,2841,Un long dimanche de fiançailles,0,10/26/2004,26,2004,23.05451,133,Released,A Very Long Engagement,7.1,346
60000000,594,The Terminal,219417255,6/17/2004,17,2004,57.753914,128,Released,The Terminal,7,1910
65000000,1538,Collateral,217764291,8/4/2004,4,2004,44.815022,120,Released,Collateral,7,1451
70000000,9833,The Phantom of the Opera,154648887,12/8/2004,8,2004,18.927463,143,Released,The Phantom of the Opera,7,438
116000000,2567,The Aviator,102000000,12/17/2004,17,2004,45.616098,170,Released,The Aviator,7,1489
28000000,14292,Miracle,64445708,2/6/2004,6,2004,7.534003,135,Released,Miracle,7,159
6500000,4836,Layer Cake,11850214,9/30/2004,30,2004,24.0034,105,Released,Layer Cake,7,559
0,8981,Dear Frankie,0,5/18/2004,18,2004,3.11319,105,Released,Dear Frankie,7,46
30000000,615,The Passion of the Christ,611899420,2/25/2004,25,2004,38.171417,127,Released,The Passion of the Christ,6.9,864
175000000,652,Troy,497409852,5/13/2004,13,2004,66.803149,163,Released,Troy,6.9,2759
17000000,10625,Mean Girls,129042871,4/30/2004,30,2004,36.423717,97,Released,Mean Girls,6.9,2320
16000000,9675,Sideways,109502303,10/22/2004,22,2004,23.425431,126,Released,Sideways,6.9,478
74500000,1997,Deux frères,62172050,4/7/2004,7,2004,8.884318,109,Released,Two Brothers,6.9,180
12000000,844,2046,19271312,5/20/2004,20,2004,12.664787,129,Released,2046,6.9,206
500000,12281,Mean Creek,603943,1/15/2004,15,2004,8.519202,90,Released,Mean Creek,6.9,106
7000,14337,Primer,424760,10/8/2004,8,2004,23.307949,77,Released,Primer,6.9,658
0,464,Så som i himmelen,0,9/3/2004,3,2004,4.321249,132,Released,As It Is in Heaven,6.9,42
0,436,"María, llena eres de gracia",0,1/18/2004,18,2004,3.027892,101,Released,Maria Full of Grace,6.9,101
0,12612,Freeze Frame,0,5/1/2004,1,2004,4.922397,99,Released,Freeze Frame,6.9,18
6000000,1777,Fahrenheit 9/11,119114517,6/25/2004,25,2004,16.20985,122,Released,Fahrenheit 9/11,6.8,397
28000000,924,Dawn of the Dead,102356381,3/19/2004,19,2004,44.529429,101,Released,Dawn of the Dead,6.8,1016
6500000,18923,A Home at the End of the World,1548955,7/23/2004,23,2004,5.483531,96,Released,A Home at the End of the World,6.8,45
11000000,11109,Vera Drake,0,10/22/2004,22,2004,4.131918,125,Released,Vera Drake,6.8,80
1400000,44413,La niña santa,0,5/6/2004,6,2004,0.684881,106,Released,The Holy Girl,6.8,10
0,25379,The Blue Butterfly,0,2/20/2004,20,2004,1.985552,97,Released,The Blue Butterfly,6.8,6
0,19316,Saving Face,0,9/12/2004,12,2004,2.487255,91,Released,Saving Face,6.8,32
150000000,809,Shrek 2,919838758,5/19/2004,19,2004,47.320801,93,Released,Shrek 2,6.7,2988
200000000,558,Spider-Man 2,783766341,6/25/2004,25,2004,35.149586,127,Released,Spider-Man 2,6.7,4321
120000000,2048,"I, Robot",347234916,7/15/2004,15,2004,95.914473,115,Released,"I, Robot",6.7,3793
30000000,11836,The SpongeBob SquarePants Movie,140161792,11/14/2004,14,2004,27.870755,87,Released,The SpongeBob SquarePants Movie,6.7,574
27000000,2288,Closer,115505027,12/1/2004,1,2004,22.636908,104,Released,Closer,6.7,811
26000000,8699,Anchorman: The Legend of Ron Burgundy,90574188,7/9/2004,9,2004,29.342744,94,Released,Anchorman: The Legend of Ron Burgundy,6.7,1493
400000,8193,Napoleon Dynamite,46118097,6/11/2004,11,2004,23.603514,95,Released,Napoleon Dynamite,6.7,554
30000000,11208,Wicker Park,13001257,9/3/2004,3,2004,9.301562,114,Released,Wicker Park,6.7,157
0,11162,The Merchant of Venice,0,9/3/2004,3,2004,12.467267,138,Released,The Merchant of Venice,6.7,144
0,39851,Clean,0,9/1/2004,1,2004,1.464566,111,Released,Clean,6.7,17
2700000,342,Sommersturm,0,9/2/2004,2,2004,3.120747,98,Released,Summer Storm,6.7,59
75000000,1824,50 First Dates,196482882,2/13/2004,13,2004,61.437586,99,Released,50 First Dates,6.6,2105
32000000,3989,Team America: World Police,50907422,10/10/2004,10,2004,26.509175,98,Released,Team America: World Police,6.6,660
65000,9372,Super Size Me,28575078,1/17/2004,17,2004,10.400603,100,Released,Super Size Me,6.6,506
9000000,11282,Harold & Kumar Go to White Castle,23936908,5/30/2004,30,2004,18.514292,88,Released,Harold & Kumar Go to White Castle,6.6,693
0,11184,Kinsey,0,9/4/2004,4,2004,6.799314,118,Released,Kinsey,6.6,131
100000000,2023,Hidalgo,108103450,3/5/2004,5,2004,16.759252,136,Released,Hidalgo,6.5,318
66000000,1487,Hellboy,99318987,4/2/2004,2,2004,47.479755,122,Released,Hellboy,6.5,2225
25000000,9352,EuroTrip,20796847,2/20/2004,20,2004,25.848003,93,Released,EuroTrip,6.5,656
12000000,10045,Banlieue 13,9584131,11/9/2004,9,2004,17.493735,84,Released,District B13,6.5,565
23000000,6478,Beyond the Sea,0,12/17/2004,17,2004,6.138213,118,Released,Beyond the Sea,6.5,55
7000000,57825,Bride & Prejudice,0,2/11/2004,11,2004,12.150871,111,Released,Bride & Prejudice,6.5,110
110000000,163,Ocean's Twelve,362744280,12/9/2004,9,2004,76.840712,125,Released,Ocean's Twelve,6.4,2124
100000000,2059,National Treasure,347451894,11/19/2004,19,2004,58.849256,131,Released,National Treasure,6.4,1926
165000000,5255,The Polar Express,305875730,11/10/2004,10,2004,47.323228,100,Released,The Polar Express,6.4,1474
40000000,1586,Secret Window,92913171,3/12/2004,12,2004,32.908414,96,Released,Secret Window,6.4,972
20000000,15673,Connie and Carla,11341016,4/16/2004,16,2004,6.102663,98,Released,Connie and Carla,6.4,24
20000000,8953,Steamboy,0,7/17/2004,17,2004,9.129808,126,Released,Steamboy,6.4,102
0,18701,Being Julia,0,9/3/2004,3,2004,1.946634,104,Released,Being Julia,6.4,23
0,16358,Eulogy,0,10/15/2004,15,2004,9.085482,91,Released,Eulogy,6.4,34
105000000,2789,The Chronicles of Riddick,115772733,6/11/2004,11,2004,27.835436,119,Released,The Chronicles of Riddick,6.3,1570
37000000,12153,White Chicks,113086475,6/23/2004,23,2004,28.703007,109,Released,White Chicks,6.3,679
37000000,10096,13 Going on 30,96455697,4/13/2004,13,2004,41.569541,98,Released,13 Going on 30,6.3,1204
4200000,3040,Ночной дозор,32000000,6/27/2004,27,2004,12.540624,114,Released,Night Watch,6.3,210
25000000,10591,The Girl Next Door,30411183,4/9/2004,9,2004,39.784026,108,Released,The Girl Next Door,6.3,824
27000000,16617,Mindhunters,21148829,5/7/2004,7,2004,17.193659,106,Released,Mindhunters,6.3,333
20000000,15237,De-Lovely,0,7/2/2004,2,2004,3.138118,125,Released,De-Lovely,6.3,32
10000000,25350,Imaginary Heroes,0,9/14/2004,14,2004,2.85283,111,Released,Imaginary Heroes,6.3,29
0,13193,Saved!,0,1/21/2004,21,2004,9.85123,92,Released,Saved!,6.3,147
125000000,435,The Day After Tomorrow,544272402,5/26/2004,26,2004,41.380094,124,Released,The Day After Tomorrow,6.2,2392
60000000,6947,The Village,256697520,7/30/2004,30,2004,27.491891,108,Released,The Village,6.2,1071
20000000,9472,DodgeBall: A True Underdog Story,167722310,6/18/2004,18,2004,41.156217,92,Released,DodgeBall: A True Underdog Story,6.2,981
80000000,14462,The Manchurian Candidate,96105964,7/30/2004,30,2004,21.394281,129,Released,The Manchurian Candidate,6.2,393
60000000,11128,Ladder 49,74541707,10/1/2004,1,2004,10.99991,115,Released,Ladder 49,6.2,207
22000000,1599,I Heart Huckabees,0,9/10/2004,10,2004,14.925633,106,Released,I Heart Huckabees,6.2,239
80000000,693,Meet the Fockers,516642939,12/22/2004,22,2004,32.829538,115,Released,Meet the Fockers,6.1,1373
45000000,1577,Resident Evil: Apocalypse,129394835,9/10/2004,10,2004,29.880122,94,Released,Resident Evil: Apocalypse,6.1,1267
19000000,11247,A Cinderella Story,70067909,7/10/2004,10,2004,25.28132,95,Released,A Cinderella Story,6.1,713
25000000,9759,Cellular,56422687,9/6/2004,6,2004,24.459948,94,Released,Cellular,6.1,537
33000000,7220,The Punisher,54700105,4/15/2004,15,2004,35.099611,124,Released,The Punisher,6.1,766
50000000,9801,Bridget Jones: The Edge of Reason,40203020,11/10/2004,10,2004,28.803802,108,Released,Bridget Jones: The Edge of Reason,6.1,750
7500000,36046,The Work and the Glory,3347647,11/24/2004,24,2004,0.571663,110,Released,The Work and the Glory,6.1,7
23000000,14844,Chasing Liberty,12,1/9/2004,9,2004,3.362045,111,Released,Chasing Liberty,6.1,152
40000000,11130,The Princess Diaries 2: Royal Engagement,95149435,8/6/2004,6,2004,30.002907,113,Released,The Princess Diaries 2: Royal Engagement,6,697
60000000,10589,After the Sunset,61347797,11/12/2004,12,2004,14.113066,97,Released,After the Sunset,6,226
56000000,11358,Walking Tall,57223890,4/2/2004,2,2004,23.438398,86,Released,Walking Tall,6,381
31000000,11823,Wimbledon,41512007,9/13/2004,13,2004,16.736734,98,Released,Wimbledon,6,293
15000000,14024,Raise Your Voice,14867514,8/10/2004,10,2004,10.9071,103,Released,Raise Your Voice,6,211
0,5516,The Ladykillers,0,3/25/2004,25,2004,23.666229,104,Released,The Ladykillers,6,415
0,182291,On The Downlow,0,4/11/2004,11,2004,0.029757,90,Released,On The Downlow,6,2
0,9709,My Summer of Love,0,8/20/2004,20,2004,3.939753,86,Released,My Summer of Love,6,59
50000000,4380,Shall We Dance?,170128460,10/15/2004,15,2004,14.231899,107,Released,Shall We Dance?,5.9,297
50000000,4599,Raising Helen,49718611,5/27/2004,27,2004,13.298205,119,Released,Raising Helen,5.9,189
31000000,14442,Ella Enchanted,27388767,4/9/2004,9,2004,22.71592,96,Released,Ella Enchanted,5.9,437
0,7548,The Libertine,0,9/16/2004,16,2004,7.588597,114,Released,The Libertine,5.9,128
0,11137,The Prince & Me,0,3/28/2004,28,2004,17.943945,111,Released,The Prince & Me,5.9,278
0,1901,In Good Company,0,12/29/2004,29,2004,15.376391,109,Released,In Good Company,5.9,194
20000000,10740,Birth,0,9/8/2004,8,2004,7.698075,100,Released,Birth,5.9,179
1,48463,Incident at Loch Ness,0,12/17/2004,17,2004,1.452152,94,Released,Incident at Loch Ness,5.9,18
0,26486,The Last Shot,0,9/24/2004,24,2004,6.7698,90,Released,The Last Shot,5.9,15
8800000,11588,The I Inside,0,1/15/2004,15,2004,3.789485,90,Released,The I Inside,5.9,62
0,78307,On the Outs,0,9/11/2004,11,2004,0.493223,86,Released,On the Outs,5.9,6
75000000,10555,Shark Tale,367275019,9/20/2004,20,2004,47.094369,90,Released,Shark Tale,5.8,1557
10000000,1970,The Grudge,183474602,10/22/2004,22,2004,35.695442,92,Released,The Grudge,5.8,865
42000000,5966,Along Came Polly,171963386,1/16/2004,16,2004,33.238296,90,Released,Along Came Polly,5.8,773
80000000,2539,Spanglish,55041367,12/17/2004,17,2004,14.209329,130,Released,Spanglish,5.8,369
35000000,9541,Jersey Girl,36098382,3/25/2004,25,2004,14.699342,102,Released,Jersey Girl,5.8,325
145000000,10733,The Alamo,25819961,4/7/2004,7,2004,10.660441,137,Released,The Alamo,5.8,106
20000000,15644,Paparazzi,16605763,9/3/2004,3,2004,9.149089,84,Released,Paparazzi,5.8,52
0,8357,What the #$*! Do We (K)now!?,10000000,4/23/2004,23,2004,7.288352,109,Released,What the #$*! Do We (K)now!?,5.8,34
0,16428,Breakin' All the Rules,0,5/14/2004,14,2004,6.904734,85,Released,Breakin' All the Rules,5.8,21
65000000,36648,Blade: Trinity,128905366,12/8/2004,8,2004,49.660055,123,Released,Blade: Trinity,5.7,1252
110000000,13700,Home on the Range,103951461,4/2/2004,2,2004,19.625972,76,Released,Home on the Range,5.7,389
110000000,10204,Around the World in 80 Days,72178895,6/16/2004,16,2004,22.643776,120,Released,Around the World in 80 Days,5.7,672
70000000,5137,Sky Captain and the World of Tomorrow,57958696,9/17/2004,17,2004,24.664776,107,Released,Sky Captain and the World of Tomorrow,5.7,439
45000000,11866,Flight of the Phoenix,21009180,12/17/2004,17,2004,20.374308,113,Released,Flight of the Phoenix,5.7,276
60000000,9384,Starsky & Hutch,170268750,3/5/2004,5,2004,28.848842,101,Released,Starsky & Hutch,5.6,644
155000000,1966,Alexander,167298192,11/21/2004,21,2004,39.019229,175,Released,Alexander,5.6,927
18000000,21301,Barbershop 2:  Back in Business,65070412,1/20/2004,20,2004,6.501815,106,Released,Barbershop 2:  Back in Business,5.6,74
28000000,11141,Laws of Attraction,30016165,4/4/2004,4,2004,6.201404,90,Released,Laws of Attraction,5.6,104
60000000,8849,Alfie,13395939,10/22/2004,22,2004,15.219263,103,Released,Alfie,5.6,248
0,157909,Show Me,0,9/23/2004,23,2004,0.231297,97,Released,Show Me,5.6,4
3500000,540,D.E.B.S.,0,1/21/2004,21,2004,6.396936,91,Released,D.E.B.S.,5.6,90
70000000,395,AVP: Alien vs. Predator,171183863,8/12/2004,12,2004,42.957216,101,Released,AVP: Alien vs. Predator,5.5,1217
40000000,2122,The Whole Ten Yards,26155781,4/7/2004,7,2004,14.729386,98,Released,The Whole Ten Yards,5.5,278
17000000,13476,Win a Date with Tad Hamilton!,16980098,1/23/2004,23,2004,7.701041,95,Released,Win a Date with Tad Hamilton!,5.5,160
23000000,11632,Vanity Fair,16123851,9/1/2004,1,2004,6.618149,141,Released,Vanity Fair,5.5,73
27000000,8080,Suspect Zero,13000000,8/27/2004,27,2004,8.715822,99,Released,Suspect Zero,5.5,98
0,24747,Bobby Jones: Stroke of Genius,0,4/30/2004,30,2004,2.897449,120,Released,Bobby Jones: Stroke of Genius,5.5,19
10000000,12703,The Brown Bunny,0,8/27/2004,27,2004,3.412162,93,Released,The Brown Bunny,5.5,62
0,11025,New York Minute,0,5/1/2004,1,2004,10.0403,91,Released,New York Minute,5.5,185
0,37694,Proud,0,7/2/2004,2,2004,0.023681,87,Released,Proud,5.5,3
10000000,24034,Teacher's Pet,0,1/16/2004,16,2004,1.374409,74,Released,Teacher's Pet,5.5,2
0,11024,Scooby-Doo 2: Monsters Unleashed,181466833,3/24/2004,24,2004,22.644275,93,Released,Scooby-Doo 2: Monsters Unleashed,5.4,500
90000000,9890,The Stepford Wives,102000000,6/10/2004,10,2004,19.224754,93,Released,The Stepford Wives,5.4,334
130000,83,Open Water,54667954,8/6/2004,6,2004,15.611857,79,Released,Open Water,5.4,315
0,45881,The Bridge of San Luis Rey,0,1/1/2004,1,2004,0.515677,120,Released,The Bridge of San Luis Rey,5.4,15
19000000,10762,Without a Paddle,69631118,8/20/2004,20,2004,8.584398,95,Released,Without a Paddle,5.3,214
0,9893,Sleepover,0,7/9/2004,9,2004,5.842299,89,Released,Sleepover,5.3,101
50000000,8920,Garfield,200804534,6/10/2004,10,2004,17.667826,80,Released,Garfield,5.2,820
26000000,17047,Agent Cody Banks 2: Destination London,28818995,12/3/2004,3,2004,10.925618,100,Released,Agent Cody Banks 2: Destination London,5.2,144
35000000,14846,Little Black Book,22034832,8/6/2004,6,2004,6.246199,111,Released,Little Black Book,5.2,112
60000000,13673,Christmas with the Kranks,0,11/24/2004,24,2004,9.225166,99,Released,Christmas with the Kranks,5.2,193
15000000,11132,Confessions of a Teenage Drama Queen,29331068,2/17/2004,17,2004,7.424798,89,Released,Confessions of a Teenage Drama Queen,5.1,221
8500000,11217,Club Dread,5001655,2/27/2004,27,2004,2.62082,104,Released,Club Dread,5.1,107
30000000,16232,Mr. 3000,21800302,6/15/2004,15,2004,2.850896,104,Released,Mr. 3000,5,66
50000000,12634,The Big Bounce,6808550,1/30/2004,30,2004,6.397388,88,Released,The Big Bounce,5,76
3000000,44634,Woman Thou Art Loosed,6804016,9/30/2004,30,2004,0.019984,94,Released,Woman Thou Art Loosed,5,3
32000000,5494,George and the Dragon,0,3/28/2004,28,2004,4.120549,93,Released,George and the Dragon,5,13
20000000,11237,Anacondas: The Hunt for the Blood Orchid,70992898,8/26/2004,26,2004,9.855474,97,Released,Anacondas: The Hunt for the Blood Orchid,4.9,199
12000000,11249,Seed of Chucky,24829644,11/11/2004,11,2004,12.653831,87,Released,Seed of Chucky,4.9,287
18000000,20483,Catch That Kid,16702864,2/6/2004,6,2004,4.492859,92,Released,Catch That Kid,4.9,76
450000,54702,Malevolence,0,9/10/2004,10,2004,1.077321,90,Released,Malevolence,4.9,14
0,1424,November,0,7/22/2004,22,2004,5.742359,73,Released,November,4.9,11
30000000,16784,Welcome to Mooseport,14000000,2/24/2004,24,2004,3.314094,110,Released,Welcome to Mooseport,4.8,54
40000000,10710,Envy,0,4/30/2004,30,2004,9.842771,99,Released,Envy,4.8,139
0,14114,You Got Served,0,1/30/2004,30,2004,3.804597,95,Released,You Got Served,4.8,75
80000000,11026,Exorcist: The Beginning,78000586,8/20/2004,20,2004,15.761384,114,Released,Exorcist: The Beginning,4.7,183
40000000,10718,Torque,46546197,1/16/2004,16,2004,7.360793,84,Released,Torque,4.7,119
12000000,19084,Johnson Family Vacation,31179516,4/7/2004,7,2004,4.623609,97,Released,Johnson Family Vacation,4.7,30
25000000,11058,Godsend,30114487,4/30/2004,30,2004,12.10235,102,Released,Godsend,4.7,114
16000000,12657,Soul Plane,14822346,5/28/2004,28,2004,9.400404,86,Released,Soul Plane,4.7,108
5000000,18442,Decoys,0,2/27/2004,27,2004,3.05434,95,Released,Decoys,4.7,33
16000000,18475,The Cookout,12,9/3/2004,3,2004,0.830596,97,Released,The Cookout,4.6,10
0,25786,Samantha: An American Girl Holiday,0,11/23/2004,23,2004,4.980585,86,Released,Samantha: An American Girl Holiday,4.6,9
39000000,8842,Against the Ropes,6614280,2/20/2004,20,2004,2.817364,106,Released,Against the Ropes,4.5,32
0,26710,My Baby's Daddy,51,1/9/2004,9,2004,4.480167,86,Released,My Baby's Daddy,4.3,15
0,15045,Fat Albert,0,12/12/2004,12,2004,7.157635,93,Released,Fat Albert,4.3,69
100000000,314,Catwoman,82102379,7/22/2004,22,2004,32.271938,104,Released,Catwoman,4.2,808
57000000,14623,Thunderbirds,28283637,7/23/2004,23,2004,9.27875,95,Released,Thunderbirds,4.2,91
0,71547,Fascination,0,10/13/2004,13,2004,0.219799,95,Released,Fascination,3.8,4
0,34099,Brave New Girl,0,4/25/2004,25,2004,0.18094,120,Released,Brave New Girl,3.7,3
0,62402,Guiana 1838,0,9/24/2004,24,2004,0.030253,120,Released,Guiana 1838,2.8,3
0,31117,Superbabies: Baby Geniuses 2,9109322,8/27/2004,27,2004,5.886228,88,Released,Superbabies: Baby Geniuses 2,1.9,35
0,194588,Short Cut to Nirvana: Kumbh Mela,0,5/11/2004,11,2004,0.004998,85,Released,Short Cut to Nirvana: Kumbh Mela,0,0
6500000,14631,The Work and the Glory II: American Zion,2025032,10/21/2005,21,2005,2.639106,100,Released,The Work and the Glory II: American Zion,8,6
0,333355,Star Wars: Clone Wars (Volume 1),0,3/21/2005,21,2005,1.881466,69,Released,Star Wars: Clone Wars: Volume 1,8,27
28000000,4348,Pride & Prejudice,121147947,9/16/2005,16,2005,36.58383,135,Released,Pride & Prejudice,7.7,1358
150000000,674,Harry Potter and the Goblet of Fire,895921036,11/5/2005,5,2005,101.250416,157,Released,Harry Potter and the Goblet of Fire,7.5,5608
150000000,272,Batman Begins,374218673,6/10/2005,10,2005,115.040024,140,Released,Batman Begins,7.5,7359
